e7307f73c7737c75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4380,4070,3949,3590.0,409.0,59.0,317.0,33.0,1963.0,1707.0,1253.0,920.0,716.0,1315.0,943.0,521.0,330.0,263.0,29.0,697.0,521.0,438.0,1374.0,1221.0,1123.0,968.0,624.0,270.0,30.0,1208.0,954.0,570.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1f9f98a6c5b74495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9230,8608,8243,7366.0,875.0,33.0,790.0,117.0,3628.0,2945.0,1874.0,1317.0,1133.0,1993.0,1534.0,1000.0,428.0,762.0,137.0,1742.0,1130.0,989.0,2739.0,2165.0,1642.0,1126.0,768.0,318.0,129.0,2772.0,2004.0,1278.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29b4b99be2e88038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6202,5459,5299,4770.0,589.0,61.0,469.0,43.0,2859.0,2450.0,1092.0,780.0,638.0,1958.0,1555.0,832.0,584.0,449.0,88.0,856.0,554.0,492.0,1518.0,1281.0,1180.0,1035.0,687.0,281.0,33.0,1451.0,1159.0,561.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ed2d58ffccd76828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4209,4105,4013,3679.0,371.0,68.0,326.0,39.0,2229.0,1954.0,853.0,662.0,517.0,1386.0,1069.0,609.0,381.0,280.0,51.0,678.0,449.0,406.0,1089.0,833.0,758.0,583.0,349.0,187.0,28.0,788.0,621.0,400.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
da4fcfe269e50e2f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8618,8084,7738,6925.0,788.0,27.0,712.0,112.0,2763.0,2041.0,1405.0,1156.0,1041.0,1608.0,1327.0,394.0,881.0,794.0,61.0,2505.0,1794.0,1647.0,3052.0,2436.0,2209.0,1767.0,1126.0,461.0,100.0,2562.0,1853.0,1206.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9739cb850a17628a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9405,8888,8519,7607.0,722.0,23.0,559.0,86.0,3291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,108.0,1777.0,1147.0,931.0,3185.0,2637.0,2341.0,0.0,0.0,0.0,104.0,2107.0,1608.0,1248.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,954.0,1537.0,1113.0,376.0,0.0,0.0,0.0,0.0,0.0
443602ccc54fe1dc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4533,3733,3638,3380.0,315.0,57.0,259.0,44.0,2004.0,1768.0,645.0,482.0,374.0,1134.0,890.0,545.0,291.0,275.0,51.0,779.0,536.0,452.0,884.0,752.0,673.0,565.0,340.0,179.0,35.0,1188.0,1025.0,511.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afc791510f39d3eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10248,10025,9652,8831.0,922.0,47.0,583.0,102.0,4707.0,4064.0,1644.0,945.0,755.0,2855.0,2206.0,1100.0,1006.0,833.0,63.0,1700.0,1098.0,1050.0,3070.0,2511.0,2142.0,1679.0,1011.0,615.0,108.0,2152.0,1469.0,1270.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839481f5a6e16522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5022,4098,3977,3562.0,340.0,47.0,347.0,56.0,1873.0,1628.0,966.0,706.0,532.0,1205.0,975.0,497.0,400.0,418.0,71.0,734.0,587.0,534.0,1223.0,983.0,881.0,704.0,469.0,186.0,42.0,1401.0,1137.0,677.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecbdd9fb9056205e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11179,10446,9667,8791.0,836.0,27.0,854.0,137.0,4992.0,4263.0,1987.0,1239.0,1122.0,3065.0,2274.0,1194.0,964.0,779.0,99.0,2069.0,1330.0,1137.0,2755.0,1978.0,1705.0,1237.0,960.0,218.0,119.0,2218.0,1449.0,763.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
